# scripts/detector-soundness rows — see meta.tsv; columns:
# id	lane	features	expected_status	gc_runs(per GOMAXPROCS)	gc_verdict	machine_members	machine_race_members	machine_verdict	machine_single_run	cell	detail
sync/iface-dispatch/locker-box-dispatch	strict	sync,mutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/iface-dispatch/rw-locker-dispatch	strict	sync,rwmutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/iface-dispatch/once-iface-dispatch	strict	sync,once,interfaces,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/iface-dispatch/locker-double-lock	strict	sync,mutex,interfaces,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
sync/mutex-basic/lock-unlock	strict	sync,mutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/mutex-basic/defer-unlock	strict	sync,mutex,defer,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/mutex-basic/copy-carries-state	strict	sync,mutex,assignment	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/mutex-basic/cross-goroutine-unlock	confluent	sync,mutex,goroutines,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/mutex-double-lock/double-lock	strict	sync,mutex,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
sync/mutex-order/acquisition-order	membership	sync,mutex,goroutines,channels,globals,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
sync/mutex-protected/counter	confluent	sync,mutex,goroutines,channels,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/mutex-protected/visible	confluent	sync,mutex,goroutines,channels,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/mutex-unlock-fatal/unlock-of-unlocked	strict	sync,mutex	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: sync: unlock of unlocked mut	fatal	uncertified	-
sync/mutex-unlock-fatal/unlock-recover-attempt	strict	sync,mutex,recover	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: sync: unlock of unlocked mut	fatal	uncertified	-
sync/mutex-unlock-fatal/during-panic-unwind	strict	sync,mutex,defer,panic	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: sync: unlock of unlocked mut	fatal	uncertified	-
sync/once-basic/runs-once	strict	sync,once,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/once-basic/panicking-f	strict	sync,once,panic,recover,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/once-basic/across-goroutines	confluent	sync,once,goroutines,channels,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/once-nested-do/nested-do	strict	sync,once,deadlock,closures	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
sync/out-of-scope-cond/cond-signal-no-waiter	strict	sync	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/out-of-scope-cond/cond-wait-signal	strict	sync,cond,goroutines	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/out-of-scope-cond/cond-broadcast	strict	sync,cond,goroutines	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/out-of-scope-trylock/trylock-uncontended	strict	sync,mutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/promoted-mutex/stmt	strict	sync,mutex,embedding,methods	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/promoted-mutex/defer-unlock	strict	sync,mutex,embedding,methods,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/promoted-mutex/value-var	strict	sync,mutex,embedding,addressability	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/promoted-mutex/counter	confluent	sync,mutex,embedding,goroutines,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/promoted-mutex/trylock-expr	strict	sync,mutex,embedding	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/rwmutex-basic/rlock-twice	strict	sync,rwmutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/rwmutex-basic/write-then-read-ordered	confluent	sync,rwmutex,goroutines,channels,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/rwmutex-misuse-fatal/wunlock-of-unlocked	strict	sync,rwmutex	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: sync: Unlock of unlocked RWM	fatal	uncertified	-
sync/rwmutex-misuse-fatal/runlock-of-unlocked	strict	sync,rwmutex	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: sync: RUnlock of unlocked RW	fatal	uncertified	-
sync/rwmutex-misuse-fatal/runlock-while-write-locked	strict	sync,rwmutex	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: sync: RUnlock of unlocked RW	fatal	uncertified	-
sync/rwmutex-order/acquisition	membership	sync,rwmutex,goroutines,channels,globals,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
sync/rwmutex-rlock-then-lock/rlock-then-lock	strict	sync,rwmutex,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
sync/satisfaction/assert-ok-mutex	strict	sync,mutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction/type-switch-mutex	strict	sync,mutex,interfaces,switch	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction/bare-assert-mutex	strict	sync,mutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction/assert-negative-missing	strict	sync,mutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction/bare-assert-missing-panics	strict	sync,mutex,interfaces,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
sync/satisfaction/assert-ok-waitgroup	strict	sync,waitgroup,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction/assert-ok-once	strict	sync,once,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction/trylock-sig-satisfies	strict	sync,mutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/satisfaction-locker-sig/assert-ok-rwmutex	strict	sync,rwmutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/stub-satisfaction/satisfies	strict	sync,mutex,embedding,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/waitgroup-basic/add-done-wait	confluent	sync,waitgroup,goroutines,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/waitgroup-basic/batch-done	strict	sync,waitgroup	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/waitgroup-basic/recovered-negative-continue	strict	sync,waitgroup,recover,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/waitgroup-int32/add-overflow-panics	strict	sync,waitgroup,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
sync/waitgroup-int32/add-wrap-noop	strict	sync,waitgroup	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/waitgroup-negative-after-recover/negative-after-recover	strict	sync,waitgroup,recover,goroutines,channels,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — deadlock: all goroutines are asleep - deadlock!. Under	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
sync/waitgroup-negative-panic/negative-counter	strict	sync,waitgroup,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
sync/waitgroup-panic-payload/payload-is-string	strict	sync,waitgroup,panic,recover	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/waitgroup-wait-deadlock/wait-deadlock	strict	sync,waitgroup,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
sync/waitgroup-workers-join/workers-join	strict	sync,waitgroup,mutex,goroutines,globals,loops	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
